riset,gender,usia.pasti,kat.pekerjaan,status,peng.kel,jum.kel,peng.prib,bahan.masak,air.minum,kepemilikan,edukasi,ses.final,skor.peng.prib,skor.bahan.masak,skor.air.minum,total.skor,skor.ses.nielsen,skor.ses,,,total.skor,
ar nutrisari 2019,Pria,34,Employee/wage earner,Menikah & sudah punya anak,6500000,5,1300000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,13,Student,Belum / tidak menikah,6000000,6,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,43,Not employed,Belum / tidak menikah,8000000,8,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
ar nutrisari 2019,Pria,19,Student,Belum / tidak menikah,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,24,Employer/self employed,Menikah & sudah punya anak,10000000,6,1666666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 1,,,,,,,,,,
ar nutrisari 2019,Pria,22,Student,Belum / tidak menikah,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,30,Housewife,Menikah & sudah punya anak,3000000,2,1500000,Elpiji 3 kg,Air isi ulang,,S1/S2/S3,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,41,Employer/self employed,Menikah & sudah punya anak,10000000,5,2000000,Minyak tanah,Ledeng meteran,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,28,Employee/wage earner,Menikah & sudah punya anak,3000000,3,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,44,Housewife,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,24,Not employed,Belum / tidak menikah,6000000,6,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,Diploma,Upper 1,,,,,,,,,,
ar nutrisari 2019,Pria,40,Employee/wage earner,Menikah & sudah punya anak,8000000,4,2000000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,18,Student,Belum / tidak menikah,7000000,7,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,24,Employer/self employed,Belum / tidak menikah,7000000,7,1000000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,14,Student,Belum / tidak menikah,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,20,Student,Belum / tidak menikah,4000000,4,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
ar nutrisari 2019,Wanita,19,Employee/wage earner,Belum / tidak menikah,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,27,Employee/wage earner,Menikah & sudah punya anak,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,16,Student,Belum / tidak menikah,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,26,Employee/wage earner,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,27,Housewife,Menikah & sudah punya anak,12000000,8,1500000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,32,Housewife,Menikah & sudah punya anak,8000000,4,2000000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,50,Employee/wage earner,Menikah & sudah punya anak,5000000,3,1666666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Ledeng meteran,,SMA,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,16,Student,Belum / tidak menikah,6000000,6,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,48,Employee/wage earner,Menikah & sudah punya anak,5000000,4,1250000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,30,Housewife,Menikah & sudah punya anak,6000000,7,857142.8571,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,21,Student,Belum / tidak menikah,6000000,6,1000000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,26,Employee/wage earner,Menikah & belum punya anak,6000000,2,3000000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
ar nutrisari 2019,Pria,23,Not employed,Belum / tidak menikah,8000000,6,1333333.333,Elpiji 3 kg,Air isi ulang,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,19,Student,Belum / tidak menikah,8000000,4,2000000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,22,Student,Belum / tidak menikah,8000000,8,1000000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,30,Employee/wage earner,Menikah & sudah punya anak,4000000,3,1333333.333,Elpiji 3 kg,Air isi ulang,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,23,Employer/self employed,Menikah & sudah punya anak,3500000,2,1750000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,35,Housewife,Menikah & sudah punya anak,6000000,4,1500000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,46,Employee/wage earner,Menikah & sudah punya anak,5000000,3,1666666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,52,Employee/wage earner,Menikah & sudah punya anak,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,19,Student,Belum / tidak menikah,8000000,6,1333333.333,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
ar nutrisari 2019,Wanita,45,Not employed,Menikah & sudah punya anak,7000000,3,2333333.333,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,Diploma,Upper 1,,,,,,,,,,
ar nutrisari 2019,Wanita,50,Housewife,Menikah & sudah punya anak,3000000,3,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,26,Not employed,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,22,Student,Belum / tidak menikah,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,20,Student,Belum / tidak menikah,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,52,Housewife,Menikah & sudah punya anak,7000000,4,1750000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,28,Housewife,Menikah & sudah punya anak,10000000,6,1666666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,37,Employee/wage earner,Menikah & belum punya anak,5000000,2,2500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,Diploma,Upper 1,,,,,,,,,,
ar nutrisari 2019,Wanita,39,Housewife,Menikah & sudah punya anak,7000000,4,1750000,Elpiji 3 kg,Air isi ulang,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,19,Student,Belum / tidak menikah,6000000,3,2000000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,53,Employee/wage earner,Menikah & sudah punya anak,8000000,4,2000000,Elpiji 3 kg,Ledeng meteran,,Diploma,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,34,Employer/self employed,Menikah & sudah punya anak,5000000,6,833333.3333,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,14,Student,Belum / tidak menikah,6000000,5,1200000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,51,Housewife,Menikah & sudah punya anak,6000000,4,1500000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,20,Employer/self employed,Belum / tidak menikah,5000000,7,714285.7143,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,14,Student,Belum / tidak menikah,5000000,5,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,20,Student,Belum / tidak menikah,4000000,4,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air isi ulang,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,28,Housewife,Menikah & sudah punya anak,5000000,3,1666666.667,Elpiji 3 kg,Air isi ulang,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,13,Student,Belum / tidak menikah,6000000,6,1000000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,47,Employee/wage earner,Menikah & sudah punya anak,10000000,4,2500000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,27,Housewife,Menikah & sudah punya anak,5000000,3,1666666.667,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,13,Student,Belum / tidak menikah,13000000,6,2166666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
ar nutrisari 2019,Wanita,23,Not employed,Belum / tidak menikah,7000000,4,1750000,Elpiji 3 kg,Ledeng meteran,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,16,Student,Belum / tidak menikah,10000000,7,1428571.429,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,13,Student,Belum / tidak menikah,8500000,5,1700000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,29,Housewife,Menikah & sudah punya anak,9000000,4,2250000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,19,Not employed,Belum / tidak menikah,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,38,Employee/wage earner,Menikah & sudah punya anak,5000000,5,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,23,Student,Belum / tidak menikah,3000000,3,1000000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,53,Employee/wage earner,Menikah & sudah punya anak,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,28,Employee/wage earner,Menikah & sudah punya anak,6000000,5,1200000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,Diploma,Upper 1,,,,,,,,,,
ar nutrisari 2019,Wanita,24,Housewife,Menikah & sudah punya anak,4000000,4,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,38,Employee/wage earner,Menikah & sudah punya anak,6000000,5,1200000,Elpiji 3 kg,Air isi ulang,,S1/S2/S3,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,33,Employee/wage earner,Menikah & sudah punya anak,6000000,4,1500000,Elpiji 3 kg,Air isi ulang,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,52,Employee/wage earner,Menikah & sudah punya anak,3500000,2,1750000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 1,,,,,,,,,,
ar nutrisari 2019,Wanita,51,Employer/self employed,Menikah & sudah punya anak,7000000,3,2333333.333,Elpiji 3 kg,Air isi ulang,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,50,Housewife,Menikah & sudah punya anak,6000000,4,1500000,Elpiji 3 kg,Air isi ulang,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,49,Employer/self employed,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,29,Employee/wage earner,Menikah & sudah punya anak,5000000,3,1666666.667,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,13,Student,Belum / tidak menikah,8000000,4,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
ar nutrisari 2019,Pria,15,Student,Belum / tidak menikah,9000000,4,2250000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
ar nutrisari 2019,Pria,16,Student,Belum / tidak menikah,10000000,4,2500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
ar nutrisari 2019,Pria,20,Student,Belum / tidak menikah,10000000,4,2500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
ar nutrisari 2019,Wanita,41,Housewife,Menikah & sudah punya anak,15000000,4,3750000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,Diploma,Super upper,,,,,,,,,,
ar nutrisari 2019,Wanita,48,Employee/wage earner,Menikah & sudah punya anak,6000000,2,3000000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Super upper,,,,,,,,,,
ar nutrisari 2019,Wanita,49,Housewife,Menikah & sudah punya anak,15000000,4,3750000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
ar nutrisari 2019,Wanita,44,Employee/wage earner,Menikah & sudah punya anak,12000000,4,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,Diploma,Super upper,,,,,,,,,,
ar nutrisari 2019,Wanita,51,Housewife,Menikah & sudah punya anak,10000000,3,3333333.333,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Super upper,,,,,,,,,,
ar nutrisari 2019,Wanita,38,Employer/self employed,Menikah & sudah punya anak,12000000,4,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,Diploma,Super upper,,,,,,,,,,
ar nutrisari 2019,Pria,21,Student,Belum / tidak menikah,16000000,5,3200000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
ar nutrisari 2019,Pria,21,Student,Belum / tidak menikah,12000000,4,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
ar nutrisari 2019,Wanita,20,Student,Belum / tidak menikah,15000000,5,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
ar nutrisari 2019,Wanita,23,Student,Belum / tidak menikah,15000000,5,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
ar nutrisari 2019,Wanita,28,Employer/self employed,Belum / tidak menikah,12000000,4,3000000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Super upper,,,,,,,,,,
ar nutrisari 2019,Wanita,19,Student,Belum / tidak menikah,15000000,5,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
ar nutrisari 2019,Wanita,50,Housewife,Menikah & sudah punya anak,12000000,4,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
ar nutrisari 2019,Wanita,35,Housewife,Menikah & sudah punya anak,12000000,4,3000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Super upper,,,,,,,,,,
ar nutrisari 2019,Wanita,32,Housewife,Menikah & sudah punya anak,12000000,4,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
ar nutrisari 2019,Pria,43,Employer/self employed,Belum / tidak menikah,15000000,4,3750000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Super upper,,,,,,,,,,
ar nutrisari 2019,Pria,26,Student,Belum / tidak menikah,10000000,3,3333333.333,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
ar nutrisari 2019,Wanita,18,Student,Belum / tidak menikah,15000000,5,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Super upper,,,,,,,,,,
ar nutrisari 2019,Pria,19,Student,Belum / tidak menikah,15000000,5,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
ar nutrisari 2019,Pria,18,Student,Belum / tidak menikah,15000000,4,3750000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
ar nutrisari 2019,Pria,28,Employee/wage earner,Menikah & sudah punya anak,9000000,3,3000000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
ar nutrisari 2019,Wanita,30,Employee/wage earner,Belum / tidak menikah,13000000,4,3250000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
ar nutrisari 2019,Wanita,33,Employer/self employed,Menikah & belum punya anak,6000000,2,3000000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
ar nutrisari 2019,Pria,54,Employee/wage earner,Menikah & sudah punya anak,16000000,4,4000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
ar nutrisari 2019,Pria,32,Employee/wage earner,Belum / tidak menikah,6000000,2,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Sumur bor/pompa,,S1/S2/S3,Super upper,,,,,,,,,,
ar nutrisari 2019,Pria,31,Employee/wage earner,Menikah & sudah punya anak,9000000,3,3000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Super upper,,,,,,,,,,
ar nutrisari 2019,Pria,46,Employee/wage earner,Menikah & sudah punya anak,15000000,4,3750000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
ar nutrisari 2019,Pria,53,Employer/self employed,Menikah & sudah punya anak,7000000,2,3500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Super upper,,,,,,,,,,
ar nutrisari 2019,Wanita,32,Housewife,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Air isi ulang,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Pria,32,Employee/wage earner,Menikah & sudah punya anak,4000000,3,1333333.333,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Pria,15,Student,Belum / tidak menikah,6000000,4,1500000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Wanita,28,Housewife,Menikah & sudah punya anak,3000000,3,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Wanita,31,Employer/self employed,Menikah & sudah punya anak,4500000,6,750000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Wanita,38,Housewife,Menikah & sudah punya anak,3000000,3,1000000,Minyak tanah,Ledeng meteran,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Pria,45,Employee/wage earner,Menikah & sudah punya anak,5000000,2,2500000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Pria,32,Employee/wage earner,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Pria,38,Employee/wage earner,Menikah & sudah punya anak,2500000,2,1250000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Wanita,28,Not employed,Menikah & sudah punya anak,4500000,3,1500000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Wanita,36,Not employed,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Air isi ulang,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Wanita,43,Housewife,Menikah & sudah punya anak,3500000,3,1166666.667,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Wanita,38,Housewife,Menikah & sudah punya anak,3500000,4,875000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Pria,14,Student,Belum / tidak menikah,3500000,4,875000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Pria,19,Not employed,Belum / tidak menikah,3000000,3,1000000,Elpiji 3 kg,Air isi ulang,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Pria,49,Employee/wage earner,Menikah & sudah punya anak,4000000,5,800000,Elpiji 3 kg,Air isi ulang,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Pria,36,Employer/self employed,Menikah & sudah punya anak,8000000,4,2000000,Elpiji 3 kg,Air isi ulang,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Pria,23,Employee/wage earner,Belum / tidak menikah,3000000,3,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Pria,51,Employer/self employed,Menikah & sudah punya anak,4000000,5,800000,Elpiji 3 kg,Ledeng meteran,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Pria,25,Employer/self employed,Belum / tidak menikah,3000000,3,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Wanita,52,Housewife,Menikah & sudah punya anak,4500000,4,1125000,Elpiji 3 kg,Air isi ulang,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Pria,23,Employee/wage earner,Belum / tidak menikah,5000000,6,833333.3333,Elpiji 3 kg,Air isi ulang,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Pria,44,Employee/wage earner,Menikah & sudah punya anak,3000000,3,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Wanita,41,Housewife,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air isi ulang,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Wanita,13,Student,Belum / tidak menikah,3000000,4,750000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Wanita,18,Employee/wage earner,Belum / tidak menikah,5000000,5,1000000,Elpiji 3 kg,Sumur bor/pompa,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Wanita,22,Not employed,Belum / tidak menikah,3000000,3,1000000,Elpiji 3 kg,Air isi ulang,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Wanita,16,Student,Belum / tidak menikah,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Pria,41,Employer/self employed,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Pria,13,Student,Belum / tidak menikah,5000000,4,1250000,Elpiji 3 kg,Ledeng meteran,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Wanita,13,Student,Belum / tidak menikah,5000000,3,1666666.667,Elpiji 3 kg,Air isi ulang,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Wanita,49,Housewife,Menikah & sudah punya anak,5000000,5,1000000,Elpiji 3 kg,Air isi ulang,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Wanita,22,Housewife,Belum / tidak menikah,4000000,2,2000000,Tidak memasak di rumah,Air isi ulang,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Wanita,48,Housewife,Menikah & sudah punya anak,3000000,4,750000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
ar nutrisari 2019,Pria,51,Employee/wage earner,Menikah & sudah punya anak,4000000,4,1000000,Tidak memasak di rumah,Air kemasan bermerek,,SMA,Middle 2,,,,,,,,,,
ar school 2019,Wanita,43,Housewife,Menikah & sudah punya anak,20000000,3,6666666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Super upper,,,,,,,,,,
ar school 2019,Wanita,39,Housewife,Menikah & sudah punya anak,6000000,4,1500000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar school 2019,Wanita,45,Housewife,Menikah & sudah punya anak,15000000,4,3750000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Super upper,,,,,,,,,,
ar school 2019,Wanita,40,Employer/self employed,Menikah & sudah punya anak,7000000,4,1750000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 2,,,,,,,,,,
