riset,gender,usia.pasti,kat.pekerjaan,status,peng.kel,jum.kel,peng.prib,bahan.masak,air.minum,kepemilikan,edukasi,ses.final,skor.peng.prib,skor.bahan.masak,skor.air.minum,total.skor,skor.ses.nielsen,skor.ses,,,total.skor,
ar nutrisari 2018,Wanita,43,Housewife,Menikah & sudah punya anak,4500000,5,900000,Elpiji 3 kg,Sumur bor/pompa,Medium,SMA,Middle 2,7,2,2,11,Low,Middle 1 [nielsen],,,,
ar nutrisari 2018,Pria,16,Student,Belum / tidak menikah,5000000,5,1000000,Elpiji 3 kg,Ledeng meteran,Medium,SMA,Middle 2,7,2,3,12,Low,Middle 1 [nielsen],,,,
ar nutrisari 2018,Wanita,32,Housewife,Menikah & sudah punya anak,12000000,4,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,Diploma,Super upper,9,4,4,17,High,Upper 1 [nielsen],,,,
ar nutrisari 2018,Wanita,43,Housewife,Menikah & sudah punya anak,15000000,4,3750000,Gas kota/Biogas,Air kemasan bermerek,Super high,Diploma,Super upper,9,4,4,17,High,Upper 1 [nielsen],,,,
ar nutrisari 2018,Pria,20,Not employed,Belum / tidak menikah,6000000,6,1000000,Elpiji 3 kg,Air isi ulang,Medium,SMA,Middle 2,7,2,3,12,Low,Middle 1 [nielsen],,,,
ar nutrisari 2018,Pria,46,Employee/wage earner,Menikah & sudah punya anak,3500000,3,1166666.667,Elpiji 3 kg,Air kemasan bermerek,Low,SMA,Middle 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar nutrisari 2018,Wanita,38,Housewife,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Sumur bor/pompa,Medium,SMA,Middle 2,7,2,2,11,Low,Middle 1 [nielsen],,,,
ar nutrisari 2018,Wanita,45,Housewife,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,Low,SMA,Middle 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar nutrisari 2018,Pria,22,Employee/wage earner,Belum / tidak menikah,16000000,5,3200000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Super upper,9,4,4,17,High,Upper 1 [nielsen],,,,
ar nutrisari 2018,Wanita,36,Employee/wage earner,Menikah & sudah punya anak,12000000,4,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,Diploma,Super upper,9,4,4,17,High,Upper 1 [nielsen],,,,
ar nutrisari 2018,Pria,24,Student,Belum / tidak menikah,15000000,4,3750000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Super upper,9,4,4,17,High,Upper 1 [nielsen],,,,
ar nutrisari 2018,Wanita,54,Housewife,Menikah & sudah punya anak,2500000,2,1250000,Elpiji 3 kg,Air kemasan bermerek,Low,SMA,Middle 2,7,2,4,13,Medium,Upper 2 [nielsen],,,,
ar nutrisari 2018,Wanita,25,Housewife,Menikah & sudah punya anak,2000000,3,666666.6667,Elpiji 3 kg,Air kemasan bermerek,Medium,SMA,Middle 2,6,2,4,12,Low,Middle 1 [nielsen],,,,
ar nutrisari 2018,Pria,36,Employee/wage earner,Menikah & belum punya anak,3000000,2,1500000,Elpiji 3 kg,Air kemasan bermerek,Low,SMA,Middle 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
ar nutrisari 2018,Wanita,38,Housewife,Menikah & sudah punya anak,15000000,5,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Sumur bor/pompa,Super high,SMA,Super upper,9,4,2,15,High,Upper 1 [nielsen],,,,
ar nutrisari 2018,Wanita,47,Employee/wage earner,Menikah & sudah punya anak,17000000,5,3400000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Super upper,9,4,4,17,High,Upper 1 [nielsen],,,,
ar nutrisari 2018,Wanita,41,Housewife,Menikah & sudah punya anak,15000000,5,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,S1/S2/S3,Super upper,9,4,4,17,High,Upper 1 [nielsen],,,,
ar nutrisari 2018,Wanita,18,Student,Belum / tidak menikah,7000000,4,1750000,Elpiji 3 kg,Air kemasan bermerek,Medium,S1/S2/S3,Upper 2,8,2,4,14,Medium,Upper 2 [nielsen],,,,
ar nutrisari 2018,Wanita,28,Housewife,Menikah & sudah punya anak,5000000,3,1666666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Medium,SMA,Upper 2,8,4,4,16,High,Upper 1 [nielsen],,,,
ar nutrisari 2018,Wanita,21,Student,Belum / tidak menikah,7000000,2,3500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,Diploma,Super upper,9,4,4,17,High,Upper 1 [nielsen],,,,
ar nutrisari 2018,Pria,17,Student,Belum / tidak menikah,20000000,4,5000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,Super high,Diploma,Super upper,9,4,4,17,High,Upper 1 [nielsen],,,,
ar nutrisari 2019,Pria,39,Employer/self employed,Belum / tidak menikah,5000000,1,5000000,Elpiji 3 kg,Sumur bor/pompa,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,53,Housewife,Menikah & sudah punya anak,6000000,5,1200000,Elpiji 3 kg,Sumur bor/pompa,,Diploma,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,28,Employee/wage earner,Belum / tidak menikah,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,40,Housewife,Menikah & sudah punya anak,6000000,4,1500000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,48,Housewife,Menikah & sudah punya anak,10000000,5,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 1,,,,,,,,,,
ar nutrisari 2019,Wanita,21,Housewife,Menikah & sudah punya anak,5000000,3,1666666.667,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,37,Employee/wage earner,Menikah & sudah punya anak,6000000,3,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,19,Employee/wage earner,Belum / tidak menikah,6000000,3,2000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,23,Student,Belum / tidak menikah,2000000,5,400000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,27,Employee/wage earner,Menikah & belum punya anak,6000000,4,1500000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,25,Employee/wage earner,Menikah & belum punya anak,5000000,2,2500000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,18,Student,Belum / tidak menikah,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,36,Housewife,Menikah & sudah punya anak,4000000,3,1333333.333,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,15,Student,Belum / tidak menikah,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,46,Employer/self employed,Menikah & sudah punya anak,3500000,3,1166666.667,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,41,Employer/self employed,Menikah & sudah punya anak,6000000,4,1500000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,14,Student,Belum / tidak menikah,5000000,6,833333.3333,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,41,Housewife,Menikah & sudah punya anak,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,20,Student,Belum / tidak menikah,6000000,5,1200000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,39,Employer/self employed,Menikah & sudah punya anak,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,21,Student,Belum / tidak menikah,12000000,4,3000000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
ar nutrisari 2019,Wanita,15,Student,Belum / tidak menikah,7000000,4,1750000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,35,Housewife,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,46,Employee/wage earner,Menikah & sudah punya anak,5500000,2,2750000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 1,,,,,,,,,,
ar nutrisari 2019,Wanita,24,Employee/wage earner,Belum / tidak menikah,6000000,4,1500000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,20,Student,Belum / tidak menikah,10000000,4,2500000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,33,Employee/wage earner,Menikah & sudah punya anak,8000000,3,2666666.667,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
ar nutrisari 2019,Wanita,31,Employee/wage earner,Menikah & sudah punya anak,6000000,3,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,Diploma,Upper 1,,,,,,,,,,
ar nutrisari 2019,Wanita,34,Housewife,Menikah & sudah punya anak,11000000,4,2750000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 1,,,,,,,,,,
ar nutrisari 2019,Pria,13,Student,Menikah & sudah punya anak,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,21,Not employed,Belum / tidak menikah,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,19,Student,Belum / tidak menikah,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,40,Housewife,Menikah & sudah punya anak,6000000,6,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,48,Employee/wage earner,Menikah & sudah punya anak,5000000,4,1250000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
ar nutrisari 2019,Wanita,52,Employee/wage earner,Menikah & sudah punya anak,4000000,4,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
ar nutrisari 2019,Wanita,47,Housewife,Menikah & sudah punya anak,6000000,4,1500000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,50,Employee/wage earner,Menikah & sudah punya anak,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,21,Student,Belum / tidak menikah,10000000,5,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
ar nutrisari 2019,Wanita,37,Housewife,Menikah & sudah punya anak,10000000,5,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,46,Employee/wage earner,Menikah & sudah punya anak,3500000,4,875000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,30,Employee/wage earner,Menikah & belum punya anak,6000000,2,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 1,,,,,,,,,,
ar nutrisari 2019,Wanita,33,Housewife,Menikah & sudah punya anak,6000000,6,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,15,Student,Belum / tidak menikah,11000000,7,1571428.571,Elpiji 3 kg,Sumur bor/pompa,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,32,Employee/wage earner,Menikah & sudah punya anak,10000000,4,2500000,"Elpiji 5,5 kg/12 kg/bluegaz",Sumur bor/pompa,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,32,Housewife,Menikah & sudah punya anak,6000000,5,1200000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,22,Employee/wage earner,Menikah & sudah punya anak,6000000,3,2000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,35,Housewife,Menikah & sudah punya anak,8000000,3,2666666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Sumur bor/pompa,,SMA,Upper 1,,,,,,,,,,
ar nutrisari 2019,Wanita,51,Housewife,Menikah & sudah punya anak,5000000,4,1250000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,42,Housewife,Menikah & sudah punya anak,10000000,6,1666666.667,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,36,Housewife,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,39,Employer/self employed,Menikah & sudah punya anak,6000000,5,1200000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,49,Employee/wage earner,Menikah & sudah punya anak,7500000,5,1500000,Elpiji 3 kg,Air isi ulang,,Diploma,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,47,Employee/wage earner,Menikah & sudah punya anak,4500000,4,1125000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,34,Housewife,Menikah & sudah punya anak,8000000,5,1600000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,22,Not employed,Belum / tidak menikah,4000000,3,1333333.333,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,28,Employee/wage earner,Menikah & sudah punya anak,4000000,3,1333333.333,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,47,Housewife,Menikah & sudah punya anak,5500000,4,1375000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,46,Employee/wage earner,Belum / tidak menikah,3000000,2,1500000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,36,Employee/wage earner,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,41,Employee/wage earner,Menikah & sudah punya anak,5000000,5,1000000,Elpiji 3 kg,Air isi ulang,,Diploma,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,52,Housewife,Menikah & belum punya anak,5000000,4,1250000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
ar nutrisari 2019,Pria,40,Not employed,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,35,Employee/wage earner,Menikah & sudah punya anak,7000000,5,1400000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,31,Housewife,Menikah & sudah punya anak,7000000,4,1750000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,19,Student,Belum / tidak menikah,8000000,5,1600000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,49,Employer/self employed,Menikah & sudah punya anak,7000000,4,1750000,"Elpiji 5,5 kg/12 kg/bluegaz",Ledeng meteran,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,33,Housewife,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,46,Employee/wage earner,Menikah & sudah punya anak,7000000,5,1400000,Elpiji 3 kg,Ledeng meteran,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,32,Employee/wage earner,Belum / tidak menikah,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,35,Employee/wage earner,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Sumur bor/pompa,,Diploma,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,32,Employer/self employed,Menikah & sudah punya anak,4000000,5,800000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,25,Housewife,Menikah & belum punya anak,5500000,2,2750000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
ar nutrisari 2019,Wanita,20,Employee/wage earner,Belum / tidak menikah,6000000,5,1200000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,18,Student,Belum / tidak menikah,13000000,5,2600000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
ar nutrisari 2019,Wanita,15,Student,Belum / tidak menikah,6000000,4,1500000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,27,Housewife,Menikah & belum punya anak,5000000,3,1666666.667,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,45,Employee/wage earner,Menikah & sudah punya anak,5500000,5,1100000,Minyak tanah,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,43,Housewife,Menikah & sudah punya anak,5000000,5,1000000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,38,Employee/wage earner,Menikah & sudah punya anak,11000000,9,1222222.222,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,36,Housewife,Menikah & sudah punya anak,7000000,5,1400000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,49,Employee/wage earner,Menikah & sudah punya anak,10000000,7,1428571.429,Elpiji 3 kg,Air isi ulang,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,36,Employee/wage earner,Menikah & sudah punya anak,5500000,4,1375000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,33,Housewife,Menikah & sudah punya anak,5000000,3,1666666.667,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,40,Housewife,Menikah & sudah punya anak,5000000,3,1666666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,38,Housewife,Menikah & sudah punya anak,6000000,6,1000000,Elpiji 3 kg,Ledeng meteran,,Diploma,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,28,Employee/wage earner,Menikah & sudah punya anak,6000000,3,2000000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,43,Housewife,Menikah & sudah punya anak,6000000,3,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,18,Student,Belum / tidak menikah,6000000,6,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
ar nutrisari 2019,Pria,36,Employee/wage earner,Menikah & sudah punya anak,4000000,6,666666.6667,Elpiji 3 kg,Air isi ulang,,Diploma,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,36,Housewife,Menikah & sudah punya anak,11000000,4,2750000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
ar nutrisari 2019,Pria,25,Not employed,Belum / tidak menikah,5000000,3,1666666.667,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,21,Employee/wage earner,Belum / tidak menikah,8000000,5,1600000,Elpiji 3 kg,Ledeng meteran,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,23,Employee/wage earner,Menikah & belum punya anak,2000000,2,1000000,Tidak memasak di rumah,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,25,Housewife,Menikah & sudah punya anak,4000000,3,1333333.333,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,31,Employee/wage earner,Menikah & sudah punya anak,4000000,3,1333333.333,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,31,Employee/wage earner,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,,Diploma,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,43,Housewife,Menikah & sudah punya anak,5000000,3,1666666.667,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 1,,,,,,,,,,
ar nutrisari 2019,Pria,54,Employee/wage earner,Menikah & sudah punya anak,6000000,3,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 1,,,,,,,,,,
ar nutrisari 2019,Wanita,52,Housewife,Menikah & sudah punya anak,10000000,7,1428571.429,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,20,Student,Belum / tidak menikah,4000000,5,800000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,44,Employer/self employed,Menikah & sudah punya anak,3500000,4,875000,Elpiji 3 kg,Sumur bor/pompa,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,29,Employee/wage earner,Menikah & sudah punya anak,4000000,4,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,41,Employee/wage earner,Menikah & sudah punya anak,4000000,4,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,13,Student,Belum / tidak menikah,6000000,6,1000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Pria,35,Employee/wage earner,Menikah & belum punya anak,6000000,3,2000000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,37,Employee/wage earner,Menikah & sudah punya anak,6000000,5,1200000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,35,Housewife,Menikah & sudah punya anak,5000000,5,1000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,42,Employee/wage earner,Menikah & sudah punya anak,5000000,4,1250000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
ar nutrisari 2019,Wanita,40,Housewife,Menikah & sudah punya anak,7000000,7,1000000,Elpiji 3 kg,Air isi ulang,,S1/S2/S3,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,46,Housewife,Menikah & sudah punya anak,5000000,3,1666666.667,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,46,Housewife,Menikah & sudah punya anak,4000000,3,1333333.333,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,24,Employee/wage earner,Belum / tidak menikah,15000000,5,3000000,"Elpiji 5,5 kg/12 kg/bluegaz",Sumur bor/pompa,,S1/S2/S3,Upper 1,,,,,,,,,,
ar nutrisari 2019,Pria,18,Student,Belum / tidak menikah,5000000,4,1250000,"Elpiji 5,5 kg/12 kg/bluegaz",Ledeng meteran,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Pria,21,Student,Belum / tidak menikah,12000000,4,3000000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 1,,,,,,,,,,
ar nutrisari 2019,Wanita,29,Housewife,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,,SMA,Middle 1,,,,,,,,,,
ar nutrisari 2019,Wanita,45,Employee/wage earner,Menikah & sudah punya anak,8000000,6,1333333.333,Elpiji 3 kg,Ledeng meteran,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,40,Employer/self employed,Menikah & sudah punya anak,8000000,4,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air isi ulang,,S1/S2/S3,Upper 1,,,,,,,,,,
ar nutrisari 2019,Pria,25,Employee/wage earner,Belum / tidak menikah,6000000,3,2000000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,Diploma,Upper 1,,,,,,,,,,
ar nutrisari 2019,Wanita,34,Employee/wage earner,Menikah & sudah punya anak,5000000,4,1250000,Elpiji 3 kg,Air kemasan bermerek,,S1/S2/S3,Upper 2,,,,,,,,,,
ar nutrisari 2019,Wanita,47,Employee/wage earner,Menikah & sudah punya anak,6500000,4,1625000,"Elpiji 5,5 kg/12 kg/bluegaz",Air kemasan bermerek,,SMA,Upper 2,,,,,,,,,,
